====SECTION Data by ID====
[0x00000000]: (482 entries)
	(data/rev_up_down.csv)                            	?
		73 FF FF FF FF FF FF FF
	(data/acc_light_unplugged.csv)                    	2.107s
		73 FF FF FF FF FF FF FF
	(data/acc_light_unplugged.csv)                    	2.585s
		73 FF FF FF FF FF FF FF
	(data/acc_light_unplugged.csv)                    	3.585s
		73 FF FF FF FF FF FF FF
	(data/acc_light_unplugged.csv)                    	4.107s
		73 FF FF FF FF FF FF FF
	(data/acc_light_unplugged.csv)                    	5.106s
		73 FF FF FF FF FF FF FF
	(data/acc_light_unplugged.csv)                    	5.585s
		73 FF FF FF FF FF FF FF
	(data/acc_light_unplugged.csv)                    	8.106s
		73 FF FF FF FF FF FF FF
	(data/acc_light_unplugged.csv)                    	8.585s
		73 FF FF FF FF FF FF FF
[0x1ceb0600]: (2 entries)
	(data/idle_light_unplugged_on.csv)                	5.603s
		01 20 1C EC 68 42 EA A0
	(data/idle_light_unplugged_on.csv)                	5.802s
		05 C0 5D 00 00 FF FF FF
[0x1cebff00]: (50 entries)
	(data/rev_up_down.csv)                            	4.824s
		02 0F E7 8D 20 F5 7A 31
	(data/rev_up_down.csv)                            	4.924s
		04 20 4E 00 01 FA C9 FA
	(data/rev_up_down.csv)                            	4.977s
		05 C0 5D 00 00 FF FF FF
	(data/rev_up_down.csv)                            	9.877s
		01 20 1C EF 68 42 ED A0
	(data/rev_up_down.csv)                            	9.924s
		02 0F E6 8D 20 F4 7A 31
	(data/rev_up_down.csv)                            	9.976s
		03 FA C0 44 FF FF 04 01
	(data/rev_up_down.csv)                            	10.02s
		04 20 4E 00 01 FA C9 FA
	(data/hydraulics.csv)                             	4.295s
		02 0F E3 8D 20 F1 7A 31
	(data/hydraulics.csv)                             	4.347s
		03 FA C0 44 FF FF 04 01
	(data/hydraulics.csv)                             	4.394s
		04 20 4E 00 01 FA C9 FA
	(data/hydraulics.csv)                             	4.447s
		05 C0 5D 00 00 FF FF FF
	(data/hydraulics.csv)                             	9.348s
		01 20 1C EC 68 42 EA A0
	(data/acc_light_unplugged_on.csv)                 	2.064s
		64 15 10 F0 00 00 93 0E 01 20 1C DD 68 42 DC A0
	(data/acc_light_unplugged_on.csv)                 	2.112s
		02 0F D5 8D 20 E3 7A 31
	(data/acc_light_unplugged_on.csv)                 	2.165s
		03 F1 C0 44 FF FF 04 01
	(data/acc_light_unplugged_on.csv)                 	2.212s
		04 20 4E 00 01 FA C9 FA
	(data/acc_light_unplugged_on.csv)                 	7.165s
		01 20 1C DD 68 42 DC A0
	(data/acc_light_unplugged_on.csv)                 	7.367s
		05 C0 5D 00 00 FF FF FF
	(data/bucket_manipulation.csv)                    	2.535s
		01 20 1C EC 68 42 EA A0
	(data/bucket_manipulation.csv)                    	2.583s
		02 0F E3 8D 20 F1 7A 31
	(data/bucket_manipulation.csv)                    	7.683s
		02 0F E3 8D 20 F1 7A 31
	(data/bucket_manipulation.csv)                    	7.735s
		03 FA C0 44 FF FF 04 01
	(data/bucket_manipulation.csv)                    	7.783s
		04 20 4E 00 01 FA C9 FA
	(data/bucket_manipulation.csv)                    	7.835s
		05 C0 5D 00 00 FF FF FF
	(data/idling.csv)                                 	2.565s
		05 C0 5D 00 00 FF FF FF
	(data/idling.csv)                                 	7.613s
		04 20 4E 00 01 FA C9 FA
	(data/idling.csv)                                 	7.665s
		05 C0 5D 00 00 FF FF FF
	(data/blinker_toggle.csv)                         	3.224s
		05 C0 5D 00 00 FF FF FF
	(data/blinker_toggle.csv)                         	8.124s
		01 20 1C DD 68 42 DC A0
	(data/blinker_toggle.csv)                         	8.173s
		02 0F D5 8D 20 E3 7A 31
	(data/blinker_toggle.csv)                         	8.224s
		03 F1 C0 44 FF FF 04 01
	(data/blinker_toggle.csv)                         	8.272s
		04 20 4E 00 01 FA C9 FA
	(data/idle_light_unplugged_on.csv)                	2.802s
		02 0F E3 8D 20 F1 7A 31
	(data/idle_light_unplugged_on.csv)                	2.855s
		03 FA C0 44 FF FF 04 01
	(data/idle_light_unplugged_on.csv)                	2.903s
		04 20 4E 00 01 FA C9 FA
	(data/idle_light_unplugged_on.csv)                	2.956s
		05 C0 5D 00 00 FF FF FF
	(data/idle_light_unplugged_on.csv)                	7.855s
		01 20 1C EC 68 42 EA A0
	(data/idle_light_unplugged_on.csv)                	8.055s
		05 C0 5D 00 00 FF FF FF
	(data/startUp.csv)                                	1.560s
		04 20 4E 00 01 FA C9 FA
	(data/startUp.csv)                                	1.611s
		05 C0 5D 00 00 FF FF FF
	(data/acc_light_toggle.csv)                       	643.4ms
		01 20 1C DD 68 42 DC A0
	(data/acc_light_toggle.csv)                       	695.1ms
		02 0F D5 8D 20 E3 7A 31
	(data/acc_light_toggle.csv)                       	5.844s
		03 F1 C0 44 FF FF 04 01
	(data/acc_light_toggle.csv)                       	5.894s
		04 20 4E 00 01 FA C9 FA
	(data/acc_light_toggle.csv)                       	5.944s
		05 C0 5D 00 00 FF FF FF
	(data/acc_light_unplugged.csv)                    	4.352s
		04 20 4E 00 01 FA C9 FA
	(data/acc_light_unplugged.csv)                    	4.405s
		05 C0 5D 00 00 FF FF FF
	(data/acc_light_unplugged.csv)                    	9.305s
		01 20 1C DD 68 42 DC A0
	(data/acc_light_unplugged.csv)                    	9.353s
		02 0F D5 8D 20 E3 7A 31
	(data/acc_light_unplugged.csv)                    	9.405s
		03 F1 C0 44 FF FF 04 01
[0x1cec0006]: (1 entries)
	(data/idle_light_unplugged_on.csv)                	5.507s
		11 05 01 FF FF E3 FE 00
[0x1cec0600]: (1 entries)
	(data/idle_light_unplugged_on.csv)                	5.504s
		10 22 00 05 05 E3 FE 00
[0x1cecff00]: (9 entries)
	(data/hydraulics.csv)                             	9.294s
		20 22 00 05 FF E3 FE 00
	(data/acc_light_unplugged_on.csv)                 	7.112s
		20 22 00 05 FF E3 FE 00
	(data/bucket_manipulation.csv)                    	2.483s
		20 22 00 05 FF E3 FE 00
	(data/idling.csv)                                 	2.313s
		20 22 00 05 FF E3 FE 00
	(data/blinker_toggle.csv)                         	2.972s
		20 22 00 05 FF E3 FE 00
	(data/idle_light_unplugged_on.csv)                	7.802s
		20 22 00 05 FF E3 FE 00
	(data/startUp.csv)                                	1.266s
		20 22 00 05 FF E3 FE 00
	(data/acc_light_toggle.csv)                       	593.4ms
		20 22 00 05 FF E3 FE 00
	(data/acc_light_unplugged.csv)                    	9.253s
		20 22 00 05 FF E3 FE 00
[0x1cefff00]: (41 entries)
	(data/rev_up_down.csv)                            	362.3ms
		64 07 00 00 FF FF FF FF
	(data/rev_up_down.csv)                            	2.362s
		64 07 00 00 FF FF FF FF
	(data/rev_up_down.csv)                            	5.363s
		64 07 00 00 FF FF FF FF
	(data/rev_up_down.csv)                            	7.363s
		64 07 00 00 FF FF FF FF
	(data/rev_up_down.csv)                            	8.363s
		64 07 00 00 FF FF FF FF
	(data/rev_up_down.csv)                            	10.36s
		64 07 00 00 FF FF FF FF
	(data/hydraulics.csv)                             	2.133s
		64 07 00 00 FF FF FF FF
	(data/hydraulics.csv)                             	5.134s
		64 07 00 00 FF FF FF FF
	(data/hydraulics.csv)                             	8.134s
		64 07 00 00 FF FF FF FF
	(data/acc_light_unplugged_on.csv)                 	2.152s
		64 07 00 00 FF FF FF FF
	(data/acc_light_unplugged_on.csv)                 	5.152s
		64 07 00 00 FF FF FF FF
	(data/acc_light_unplugged_on.csv)                 	7.152s
		64 07 00 00 FF FF FF FF
	(data/acc_light_unplugged_on.csv)                 	8.153s
		64 07 00 00 FF FF FF FF
	(data/bucket_manipulation.csv)                    	1.422s
		64 07 00 00 FF FF FF FF
	(data/bucket_manipulation.csv)                    	2.422s
		FF FF 08 33 FF FF FF FF 64 07 00 00 FF FF FF FF
	(data/bucket_manipulation.csv)                    	4.422s
		64 07 00 00 FF FF FF FF
	(data/bucket_manipulation.csv)                    	7.422s
		64 07 00 00 FF FF FF FF
	(data/idling.csv)                                 	251.6ms
		FF FF 86 35 FF FF FF FF 64 07 00 00 FF FF FF FF
	(data/idling.csv)                                 	2.252s
		64 07 00 00 FF FF FF FF
	(data/idling.csv)                                 	4.252s
		64 07 00 00 FF FF FF FF
	(data/idling.csv)                                 	7.252s
		64 07 00 00 FF FF FF FF
	(data/idling.csv)                                 	9.252s
		64 07 00 00 FF FF FF FF
	(data/blinker_toggle.csv)                         	2.512s
		64 07 00 00 FF FF FF FF
	(data/blinker_toggle.csv)                         	4.512s
		64 07 00 00 FF FF FF FF
	(data/blinker_toggle.csv)                         	5.512s
		64 07 00 00 FF FF FF FF
	(data/blinker_toggle.csv)                         	7.512s
		64 07 00 00 FF FF FF FF
	(data/blinker_toggle.csv)                         	8.512s
		64 07 00 00 FF FF FF FF
	(data/idle_light_unplugged_on.csv)                	2.542s
		64 07 00 00 FF FF FF FF
	(data/idle_light_unplugged_on.csv)                	5.543s
		64 07 00 00 FF FF FF FF
	(data/idle_light_unplugged_on.csv)                	8.543s
		64 07 00 00 FF FF FF FF
	(data/startUp.csv)                                	4.299s
		64 07 00 00 FF FF FF FF
	(data/acc_light_toggle.csv)                       	1.033s
		64 07 00 00 FF FF FF FF
	(data/acc_light_toggle.csv)                       	4.033s
		64 15 18 F0 00 00 A9 0E 64 07 00 00 FF FF FF FF
	(data/acc_light_toggle.csv)                       	6.033s
		64 07 00 00 FF FF FF FF
	(data/acc_light_toggle.csv)                       	7.033s
		64 15 1E F0 00 00 A9 0E 64 07 00 00 FF FF FF FF
	(data/acc_light_toggle.csv)                       	9.033s
		64 07 00 00 FF FF FF FF
	(data/acc_light_unplugged.csv)                    	2.892s
		64 07 00 00 FF FF FF FF
	(data/acc_light_unplugged.csv)                    	4.892s
		FF FF 38 31 FF FF FF FF 64 07 00 00 FF FF FF FF
	(data/acc_light_unplugged.csv)                    	5.892s
		64 07 00 00 FF FF FF FF
	(data/acc_light_unplugged.csv)                    	7.892s
		64 07 00 00 FF FF FF FF
	(data/acc_light_unplugged.csv)                    	8.892s
		64 07 00 00 FF FF FF FF
[0x1cfddf47]: (75 entries)
	(data/rev_up_down.csv)                            	354.5ms
		FC FF FF FF FF FF FF FF
	(data/rev_up_down.csv)                            	2.354s
		FC FF FF FF FF FF FF FF
	(data/rev_up_down.csv)                            	2.877s
		FC FF FF FF FF FF FF FF
	(data/rev_up_down.csv)                            	4.878s
		FC FF FF FF FF FF FF FF
	(data/rev_up_down.csv)                            	5.355s
		FC FF FF FF FF FF FF FF
	(data/rev_up_down.csv)                            	7.355s
		FC FF FF FF FF FF FF FF
	(data/rev_up_down.csv)                            	7.876s
		FC FF FF FF FF FF FF FF
	(data/rev_up_down.csv)                            	8.355s
		FC FF FF FF FF FF FF FF
	(data/rev_up_down.csv)                            	9.878s
		FC FF FF FF FF FF FF FF
	(data/rev_up_down.csv)                            	10.35s
		FC FF FF FF FF FF FF FF
	(data/hydraulics.csv)                             	265.1ms
		FC FF FF FF FF FF FF FF
	(data/hydraulics.csv)                             	1.744s
		FC FF FF FF FF FF FF FF
	(data/hydraulics.csv)                             	3.266s
		FC FF FF FF FF FF FF FF
	(data/hydraulics.csv)                             	4.744s
		FC FF FF FF FF FF FF FF
	(data/hydraulics.csv)                             	6.265s
		FC FF FF FF FF FF FF FF
	(data/hydraulics.csv)                             	7.744s
		FC FF FF FF FF FF FF FF
	(data/hydraulics.csv)                             	9.266s
		FC FF FF FF FF FF FF FF
	(data/acc_light_unplugged_on.csv)                 	1.408s
		FC FF FF FF FF FF FF FF
	(data/acc_light_unplugged_on.csv)                 	2.885s
		FC FF FF FF FF FF FF FF
	(data/acc_light_unplugged_on.csv)                 	4.408s
		FC FF FF FF FF FF FF FF
	(data/acc_light_unplugged_on.csv)                 	4.885s
		FC FF FF FF FF FF FF FF
	(data/acc_light_unplugged_on.csv)                 	5.885s
		FC FF FF FF FF FF FF FF
	(data/acc_light_unplugged_on.csv)                 	6.408s
		FC FF FF FF FF FF FF FF
	(data/acc_light_unplugged_on.csv)                 	8.885s
		FC FF FF FF FF FF FF FF
	(data/acc_light_unplugged_on.csv)                 	9.409s
		FC FF FF FF FF FF FF FF
	(data/bucket_manipulation.csv)                    	554.6ms
		FC FF FF FF FF FF FF FF
	(data/bucket_manipulation.csv)                    	1.032s
		FC FF FF FF FF FF FF FF
	(data/bucket_manipulation.csv)                    	2.554s
		FC FF FF FF FF FF FF FF
	(data/bucket_manipulation.csv)                    	3.555s
		FC FF FF FF FF FF FF FF
	(data/bucket_manipulation.csv)                    	4.032s
		FC FF FF FF FF FF FF FF
	(data/bucket_manipulation.csv)                    	5.555s
		FC FF FF FF FF FF FF FF
	(data/bucket_manipulation.csv)                    	6.555s
		FC FF FF FF FF FF FF FF
	(data/bucket_manipulation.csv)                    	7.032s
		FC FF FF FF FF FF FF FF
	(data/bucket_manipulation.csv)                    	8.555s
		FC FF FF FF FF FF FF FF
	(data/idling.csv)                                 	1.135s
		FC FF FF FF FF FF FF FF
	(data/idling.csv)                                 	2.135s
		FC FF FF FF FF FF FF FF
	(data/idling.csv)                                 	2.658s
		FC FF FF FF FF FF FF FF
	(data/idling.csv)                                 	4.135s
		FC FF FF FF FF FF FF FF
	(data/idling.csv)                                 	5.658s
		FC FF FF FF FF FF FF FF
	(data/idling.csv)                                 	6.135s
		FC FF FF FF FF FF FF FF
	(data/idling.csv)                                 	8.135s
		FC FF FF FF FF FF FF FF
	(data/idling.csv)                                 	9.658s
		FC FF FF FF FF FF FF FF
	(data/blinker_toggle.csv)                         	1.826s
		FC FF FF FF FF FF FF FF
	(data/blinker_toggle.csv)                         	2.826s
		FC FF FF FF FF FF FF FF
	(data/blinker_toggle.csv)                         	3.304s
		FC FF FF FF FF FF FF FF
	(data/blinker_toggle.csv)                         	4.827s
		FC FF FF FF FF FF FF FF
	(data/blinker_toggle.csv)                         	6.304s
		FC FF FF FF FF FF FF FF
	(data/blinker_toggle.csv)                         	9.304s
		FC FF FF FF FF FF FF FF
	(data/idle_light_unplugged_on.csv)                	3.706s
		FC FF FF FF FF FF FF FF
	(data/idle_light_unplugged_on.csv)                	4.706s
		FC FF FF FF FF FF FF FF
	(data/idle_light_unplugged_on.csv)                	5.184s
		FC FF FF FF FF FF FF FF
	(data/idle_light_unplugged_on.csv)                	6.184s
		FC FF FF FF FF FF FF FF
	(data/idle_light_unplugged_on.csv)                	6.706s
		FC FF FF FF FF FF FF FF
	(data/idle_light_unplugged_on.csv)                	7.706s
		FC FF FF FF FF FF FF FF
	(data/idle_light_unplugged_on.csv)                	8.183s
		FC FF FF FF FF FF FF FF
	(data/startUp.csv)                                	3.770s
		FC FF FF FF FF FF FF FF
	(data/startUp.csv)                                	4.293s
		FC FF FF FF FF FF FF FF
	(data/acc_light_toggle.csv)                       	336.9ms
		FC FF FF FF FF FF FF FF
	(data/acc_light_toggle.csv)                       	1.336s
		FC FF FF FF FF FF FF FF
	(data/acc_light_toggle.csv)                       	2.814s
		FC FF FF FF FF FF FF FF
	(data/acc_light_toggle.csv)                       	3.336s
		FC FF FF FF FF FF FF FF
	(data/acc_light_toggle.csv)                       	4.336s
		FC FF FF FF FF FF FF FF
	(data/acc_light_toggle.csv)                       	4.814s
		64 15 1F F0 00 00 A9 0E FF FF FF FF FF FF FF FF FC FF FF FF FF FF FF FF
	(data/acc_light_toggle.csv)                       	6.337s
		FC FF FF FF FF FF FF FF
	(data/acc_light_toggle.csv)                       	9.336s
		FC FF FF FF FF FF FF FF
	(data/acc_light_unplugged.csv)                    	625.6ms
		FC FF FF FF FF FF FF FF
	(data/acc_light_unplugged.csv)                    	2.148s
		FC FF FF FF FF FF FF FF
	(data/acc_light_unplugged.csv)                    	2.626s
		FC FF FF FF FF FF FF FF
	(data/acc_light_unplugged.csv)                    	3.625s
		FC FF FF FF FF FF FF FF
	(data/acc_light_unplugged.csv)                    	4.148s
		FC FF FF FF FF FF FF FF
	(data/acc_light_unplugged.csv)                    	5.148s
		FC FF FF FF FF FF FF FF
	(data/acc_light_unplugged.csv)                    	6.626s
		FC FF FF FF FF FF FF FF
	(data/acc_light_unplugged.csv)                    	7.149s
		FC FF FF FF FF FF FF FF
	(data/acc_light_unplugged.csv)                    	8.148s
		FC FF FF FF FF FF FF FF
	(data/acc_light_unplugged.csv)                    	8.626s
		FC FF FF FF FF FF FF FF
[0x1cffff17]: (59 entries)
	(data/rev_up_down.csv)                            	660.1ms
		22 FF FF 3C FF FF FF FF
	(data/rev_up_down.csv)                            	2.000s
		22 FF FF 3C FF FF FF FF
	(data/rev_up_down.csv)                            	3.340s
		22 FF FF 3C FF FF FF FF
	(data/rev_up_down.csv)                            	4.000s
		22 FF FF 3C FF FF FF FF
